timestamp,latitude,longitude,elevation
2019-04-06T19:02:47Z,38.5400092,-85.7774194,129.745
2019-04-06T19:02:53Z,38.5417247,-85.777771,129.53
2019-04-06T19:02:59Z,38.5434488,-85.778053,127.674
2019-04-06T19:03:05Z,38.545231,-85.7783182,124.854
2019-04-06T19:03:10Z,38.5467131,-85.7785137,121.432
2019-04-06T19:03:16Z,38.548509,-85.7786461,120.099
2019-04-06T19:03:21Z,38.5500164,-85.7786932,119.262
2019-04-06T19:03:27Z,38.5518357,-85.7787162,116.87
2019-04-06T19:03:33Z,38.5536391,-85.7786888,123.681
2019-04-06T19:03:39Z,38.5554512,-85.7786765,127.935
2019-04-06T19:03:44Z,38.5569592,-85.7786753,130.212
2019-04-06T19:03:50Z,38.5587786,-85.7786538,131.264
2019-04-06T19:03:56Z,38.5605676,-85.7786572,136.843
2019-04-06T19:04:01Z,38.5620631,-85.7786612,135.778
2019-04-06T19:04:06Z,38.5635636,-85.7786606,137.782
2019-04-06T19:04:12Z,38.5653675,-85.7786367,139.602
2019-04-06T19:04:18Z,38.5671746,-85.7786138,140.241
2019-04-06T19:04:23Z,38.5686554,-85.778622,140.605
2019-04-06T19:04:28Z,38.5701344,-85.778622,143.383
2019-04-06T19:04:34Z,38.5719686,-85.7786477,148.278
2019-04-06T19:04:40Z,38.5737863,-85.7786674,148.063
